0,51,2.2463002114164903
1,223,3.1777245782033745
2,274,2.7656653746770026
3,337,2.676642521286058
4,389,2.6176248923341943
5,413,2.565344861856491
6,416,2.5328721420861564
7,419,2.5012112403100786
8,457,2.4551432802020736
9,511,2.3754421615112524
10,518,2.3852116875372698
11,517,2.403665236697525
12,541,2.378031434464121
13,641,2.5012604777210576
14,715,2.4891866082462673
15,753,2.5667986145472574
16,753,2.5667986145472574
17,770,2.5353084846554146
18,878,2.5604886070002393
19,877,2.5731470977500512
20,880,2.5575522668545965
21,951,2.564018813692191
22,995,2.554615926708954
23,1098,2.5737379466817973
24,1171,2.547441158932272
25,1242,2.5638786306018613
26,1245,2.5529218843172377
27,1245,2.5529218843172377
28,1370,2.6005760333364023
29,1435,2.591872122165885
30,1536,2.6560147231052422
31,1641,2.6396126623629206
32,1761,2.66472868217055
33,1873,2.6363955755020707
34,1950,2.5937941667737454
35,2046,2.5464214890932118
36,2109,2.5463367721629737
37,2152,2.528833427869171
38,2234,2.5330597355221247
39,2237,2.5271135859082228
40,2312,2.517845241853459
41,2350,2.4973475708883157
42,2350,2.4973475708883157
43,2433,2.4663402692778544
44,2502,2.474213265842137
45,2668,2.5007163755919626
46,2667,2.504646629493641
47,2721,2.4736726634488915
48,2856,2.462349710862431
49,2859,2.4579526578073194
50,2935,2.4794301645586945
51,2997,2.4714280025485933
52,3075,2.4767636307070195
53,3205,2.4626621168848946
54,3208,2.4587406803930394
55,3284,2.4624779637277037
56,3302,2.464545399915882
57,3371,2.4554644712615485
58,3371,2.4554644712615485
59,3429,2.4461670973298997
60,3480,2.4358606003245113
61,3562,2.426592327006799
62,3641,2.4359388458225784
63,3644,2.432560289864434
64,3694,2.422480620155051
65,3752,2.405061984537425
66,3776,2.4013599172580586
67,3866,2.404953628588038
68,3956,2.40535196930547
69,4016,2.4026192883624757
70,4052,2.400430981054009
71,4151,2.400378756153637
72,4151,2.400378756153637
73,4151,2.400378756153637
74,4305,2.4089755017151635
75,4334,2.4002049362915567
76,4437,2.4104638053538316
77,4497,2.41869549418606
78,4519,2.4144235892676185
79,4581,2.4103153244643174
80,4694,2.4276790764214793
81,4694,2.4276790764214793
82,4763,2.4117932056543685
