avgclust	dassortc	tran
0.7306747786067425	0.02819188578998132	0.39647889404188696
0.7306747786067425	0.02819188578998132	0.39647889404188696
0.7306747786067425	0.02819188578998132	0.39647889404188696
0.7306747786067425	0.028472540119931836	0.39647889404188696
0.7260793397475805	0.029360368787673244	0.39647889404188696
0.7260793397475805	0.029360368787673244	0.39647889404188696
0.7260793397475805	0.02952624010702848	0.39647889404188696
0.7288646047969964	0.029931763699991246	0.3964855286473715
0.7288646047969964	0.029931763699991246	0.3964855286473715
0.7288646047969964	0.029769504181713105	0.3964855286473715
0.7288646047969964	0.029769504181713105	0.3964855286473715
0.7288646047969964	0.029769504181713105	0.3964855286473715
0.7288646047969964	0.029769504181713105	0.3964855286473715
0.7288646047969964	0.029769504181713105	0.3964855286473715
0.7288646047969964	0.029769504181713105	0.3964855286473715
0.7288646047969964	0.029769504181713105	0.3964855286473715
0.7288646047969964	0.029769504181713105	0.3964855286473715
0.7288646047969964	0.029769504181713105	0.3964855286473715
0.7288646047969964	0.029769504181713105	0.3964855286473715
0.7288646047969964	0.029769504181713105	0.3964855286473715
0.7288646047969964	0.031180320427427053	0.3964855286473715
0.7288646047969964	0.031180320427427053	0.3964855286473715
0.7288646047969964	0.031180320427427053	0.3964855286473715
0.7288646047969964	0.031180320427427053	0.3964855286473715
0.7288646047969964	0.031180320427427053	0.3964855286473715
0.7288646047969964	0.031180320427427053	0.3964855286473715
0.7288646047969964	0.031180320427427053	0.3964855286473715
0.7288646047969964	0.031180320427427053	0.3964855286473715
