1 0,00334000587463 0,000612020492554 0,00395202636719
10 0,0119371414185 0,00438785552979 0,0163249969482
100 0,0938339233398 0,0403790473938 0,134212970734
1000 0,919203042984 0,504684925079 1,42388796806
10000 10,6793060303 5,85772395134 16,5370299816
100000 113,990364075 54,4062690735 168,396633148
