1 0,00977897644043 0,00125002861023 0,0110290050507
10 0,0842940807343 0,0107939243317 0,0950880050659
100 0,423082113266 0,195525884628 0,618607997894
1000 1,06775689125 0,504786968231 1,57254385948
10000 4,04475903511 1,58623099327 5,63099002838
100000 37,5360591412 12,8878209591 50,4238801003
