bhuman/GameController	jankotek/mapdb	junit-team/junit	ornicar/lila	niklasf/python-chess	
1	67	156	231	6	
1	66	156	230	6	
1	66	156	232	7	
1	66	156	232	8	
1	67	157	233	7	
1	66	159	233	7	
1	66	159	231	7	
1	66	155	232	7	
1	68	154	233	7	
1	68	155	233	7	
1	68	154	234	7	
1	70	154	237	8	
1	68	154	231	7	
1	68	154	232	7	
1	68	153	232	7	
1	68	153	233	7	
1	69	154	236	7	
1	69	154	238	7	
1	69	155	240	7	
1	69	155	240	7	
1	69	155	241	7	
1	70	156	244	7	
1	72	155	245	7	
1	72	153	242	7	
1	72	153	242	7	
1	72	155	243	8	
1	72	155	244	8	
1	72	156	242	7	
1	72	159	238	7	
1	67	155	239	7	
1	48	154	241	7	
1	34	152	240	7	
1	23	150	240	7	
1	23	150	238	7	
1	22	151	237	7	
1	22	154	236	7	
1	22	153	238	7	
1	22	153	238	7	
1	22	153	238	7	
1	22	153	238	7	
1	22	153	240	7	
1	22	153	240	7	
1	22	154	243	7	
1	22	153	245	7	
1	22	154	245	7	
1	22	154	245	7	
1	22	154	245	7	
1	22	154	246	7	
1	22	154	250	7	
1	22	154	250	7	
1	22	154	252	7	
1	22	155	253	7	
1	22	154	253	8	
1	22	153	252	8	
1	22	153	256	8	
1	22	154	257	8	
1	22	146	252	8	
1	22	146	255	7	
1	22	146	256	7	
1	22	146	259	7	
1	26	146	262	7	
1	26	146	267	7	
1	26	147	264	7	
1	24	147	270	7	
1	24	149	268	7	
1	24	149	270	7	
1	26	149	273	7	
1	26	149	275	7	
1	26	150	278	7	
4	26	152	284	7	
4	28	153	287	7	
4	29	153	282	7	
4	29	153	283	7	
4	27	153	283	7	
4	26	153	282	7	
4	26	153	281	7	
4	26	153	279	7	
4	26	153	282	7	
4	26	154	285	7	
4	26	158	289	7	
4	26	158	284	7	
4	26	157	256	7	
4	26	160	258	7	
4	26	160	256	7	
4	27	157	258	7	
3	29	158	259	7	
3	29	159	260	7	
3	29	156	256	7	
3	29	156	258	7	
3	29	159	258	7	
3	29	162	258	7	
3	24	158	259	7	
3	24	159	263	7	
3	24	160	269	6	
3	24	160	272	6	
3	24	158	271	6	
3	25	158	266	6	
3	26	160	265	6	
3	26	161	264	6	
3	26	158	252	6	
3	26	158	253	6	
3	25	160	254	6	
3	25	160	255	6	
3	25	160	253	6	
3	25	161	252	6	
3	25	158	252	6	
3	25	158	256	6	
3	25	158	257	6	
3	25	157	256	6	
3	25	157	260	6	
3	26	157	256	6	
3	28	158	265	6	
3	30	158	259	6	
3	29	158	264	6	
3	28	161	264	6	
3	27	160	261	6	
3	29	160	258	6	
3	29	161	262	6	
3	29	162	263	6	
3	30	162	268	6	
3	31	160	266	6	
3	30	160	266	6	
3	29	161	268	6	
3	26	162	271	6	
3	23	162	271	6	
3	22	167	276	6	
3	23	165	279	6	
3	24	165	277	6	
3	24	165	280	6	
3	25	165	279	6	
3	25	165	277	6	
3	25	166	276	6	
3	26	166	274	6	
3	25	167	276	6	
3	25	167	275	6	
3	25	165	274	6	
3	23	166	277	6	
3	23	166	272	6	
3	24	167	273	6	
3	24	167	272	6	
3	24	167	274	6	
3	25	166	276	7	
3	25	165	277	6	
3	26	165	279	6	
3	26	165	279	6	
3	26	165	281	6	
3	26	166	282	6	
3	26	165	275	7	
3	26	164	276	7	
3	26	164	276	7	
3	25	163	274	7	
3	27	163	274	8	
3	26	165	278	7	
3	28	165	278	7	
3	28	166	278	7	
3	28	164	279	7	
3	28	164	276	7	
3	28	163	278	7	
3	29	163	279	7	
3	29	163	279	8	
3	29	163	277	8	
3	30	164	281	9	
3	30	162	283	9	
3	30	162	285	9	
3	30	161	283	9	
3	30	161	286	9	
3	30	162	284	7	
3	29	163	285	6	
3	30	162	286	4	
3	30	161	286	4	
3	30	161	285	4	
3	31	161	286	4	
3	32	161	287	4	
3	32	162	288	4	
3	32	164	289	4	
3	32	161	290	4	
3	32	161	291	4	
3	32	161	295	4	
3	32	161	283	4	
3	32	161	284	4	
3	31	161	286	3	
3	31	160	287	3	
3	33	160	286	3	
3	32	160	287	3	
3	32	160	285	3	
3	31	160	288	3	
3	31	160	288	3	
3	31	160	287	3	
3	31	160	287	3	
3	31	160	287	4	
3	31	160	287	5	
3	31	159	288	5	
3	31	161	289	5	
3	30	161	288	5	
3	30	161	291	5	
3	30	161	292	5	
3	31	161	291	5	
3	31	161	294	5	
3	31	162	303	6	
3	31	163	301	6	
3	31	164	307	6	
3	32	164	308	6	
3	32	164	306	6	
3	32	163	307	6	
3	32	163	308	6	
3	32	165	304	6	
3	32	164	303	6	
3	32	164	304	6	
3	32	164	305	6	
3	33	164	308	3	
3	34	164	307	3	
3	33	162	304	3	
3	32	163	304	3	
3	32	162	305	3	
3	35	162	306	3	
3	35	164	306	3	
3	33	164	310	3	
3	33	164	309	3	
3	33	164	311	3	
3	33	165	305	3	
3	33	164	307	3	
3	33	163	306	4	
3	33	163	307	4	
3	33	164	310	4	
3	34	165	310	4	
3	35	164	311	4	
3	34	165	313	4	
3	34	163	314	4	
3	34	163	315	4	
3	35	163	316	4	
3	36	164	320	4	
3	36	162	310	4	
3	36	160	311	4	
3	37	159	311	4	
3	37	160	312	4	
3	35	160	312	4	
3	35	162	315	4	
3	36	162	315	4	
3	36	162	313	4	
3	35	162	312	4	
3	34	162	312	4	
3	34	162	313	4	
3	34	162	314	5	
3	35	163	313	5	
3	35	163	314	5	
3	35	160	314	6	
3	35	159	316	6	
3	37	161	316	6	
3	38	160	316	6	
3	38	161	320	6	
3	38	161	323	7	
3	38	161	324	7	
3	38	160	324	7	
3	38	160	327	7	
3	38	161	328	5	
3	39	161	330	5	
4	38	160	336	5	
4	38	160	337	5	
4	38	160	336	4	
2	38	160	336	4	
2	38	161	331	4	
2	38	162	332	4	
2	38	162	332	4	
2	39	162	332	4	
2	39	162	336	4	
2	39	162	337	4	
2	39	160	340	4	
2	39	160	339	4	
2	39	160	340	4	
2	40	160	337	4	
2	40	160	337	5	
2	41	160	336	5	
2	41	160	335	5	
2	41	157	335	5	
2	42	158	338	5	
2	42	157	337	5	
2	43	157	336	5	
2	42	158	332	5	
2	43	158	334	5	
2	44	158	335	5	
2	44	157	338	5	
2	44	156	333	5	
2	44	156	335	5	
2	44	156	335	5	
2	44	156	337	5	
2	44	156	339	5	
2	44	157	342	5	
2	44	159	349	5	
2	44	160	345	5	
2	44	158	346	5	
2	44	159	345	5	
2	44	159	343	5	
2	45	159	344	5	
2	45	159	347	5	
2	45	159	348	5	
2	47	160	345	6	
2	48	159	346	7	
2	46	159	345	7	
2	45	160	345	7	
2	47	160	342	6	
2	48	160	341	7	
2	48	158	341	6	
2	48	158	342	6	
2	48	159	343	5	
2	49	162	342	5	
2	51	163	343	5	
2	51	163	345	5	
2	52	164	347	5	
2	52	164	344	5	
2	52	163	346	5	
2	52	165	347	5	
2	52	166	349	5	
2	52	168	352	5	
2	52	168	353	5	
2	52	167	350	4	
2	52	167	349	4	
2	52	167	348	4	
2	52	167	346	4	
2	52	167	342	4	
2	53	167	344	4	
2	53	168	341	5	
2	53	168	340	5	
2	53	170	338	5	
2	53	169	334	5	
2	53	168	333	6	
2	53	167	340	6	
2	53	164	341	5	
2	53	164	330	5	
2	53	164	330	6	
2	53	164	329	6	
2	54	166	329	6	
2	54	166	330	6	
2	54	166	330	6	
2	54	167	329	6	
2	54	167	329	6	
2	54	168	329	6	
2	54	165	330	6	
2	54	162	334	6	
2	54	162	333	6	
2	54	161	333	6	
2	54	161	334	6	
2	54	161	334	6	
2	54	161	333	6	
2	55	161	337	7	
2	55	161	336	7	
2	55	161	336	7	
2	56	162	337	7	
2	56	162	339	7	
2	56	160	335	7	
2	57	160	333	7	
2	57	160	333	7	
2	57	161	334	8	
2	57	161	334	7	
2	57	161	334	7	
2	57	161	335	7	
2	57	161	337	7	
2	57	161	333	7	
2	57	161	335	7	
2	57	162	332	7	
2	57	158	331	7	
2	57	154	334	6	
2	58	151	333	6	
2	57	151	329	6	
2	57	152	331	6	
2	56	152	332	6	
2	56	152	332	6	
2	56	148	332	6	
2	56	149	335	6	
2	56	148	336	6	
2	56	148	335	6	
2	56	148	332	6	
2	57	149	334	6	
2	57	149	333	7	
2	57	148	334	5	
2	57	150	335	5	
2	57	149	335	5	
2	58	150	336	5	
2	58	150	337	5	
2	58	149	339	5	
2	59	151	338	4	
2	59	149	331	4	
2	59	149	333	4	
2	60	149	334	4	
2	60	149	334	4	
2	60	150	336	4	
2	60	149	337	4	
2	59	149	337	4	
2	53	148	334	4	
2	50	148	333	4	
2	50	149	334	5	
2	50	150	335	5	
2	50	150	336	5	
2	52	149	336	7	
2	52	145	336	7	
2	52	145	339	7	
2	52	143	340	5	
2	52	143	341	4	
2	52	143	346	4	
2	52	143	343	4	
2	52	143	341	4	
2	52	144	341	4	
2	53	144	340	4	
2	53	144	340	4	
2	53	148	342	4	
2	53	149	341	4	
2	53	149	339	4	
2	53	150	342	4	
2	53	152	341	4	
2	53	153	323	4	
2	53	154	323	4	
2	55	154	323	4	
2	55	154	323	4	
2	55	156	326	4	
2	55	157	328	4	
2	55	159	330	4	
2	55	160	330	4	
2	55	160	330	6	
2	56	161	332	6	
2	56	161	328	6	
2	57	161	327	6	
2	57	161	327	6	
2	57	161	327	5	
2	57	162	327	5	
2	57	162	328	5	
2	57	162	329	5	
2	59	162	324	5	
2	59	162	324	5	
2	59	164	324	5	
2	60	164	328	5	
2	60	164	324	5	
2	60	165	326	5	
2	60	164	324	5	
2	60	165	319	5	
2	61	166	295	5	
2	61	167	295	6	
2	61	165	296	5	
2	61	166	298	5	
2	62	166	299	5	
2	62	166	302	5	
2	63	165	302	5	
2	64	165	304	6	
2	64	165	307	5	
2	64	165	308	6	
2	64	165	310	6	
2	64	165	308	7	
2	64	166	309	7	
2	64	168	312	7	
2	64	167	315	8	
2	64	162	318	8	
2	64	162	321	8	
2	64	162	324	8	
2	65	163	321	5	
2	64	165	328	4	
2	57	165	329	4	
2	57	166	328	4	
2	57	166	327	4	
2	57	166	328	4	
2	58	167	326	4	
2	58	167	325	4	
2	58	167	326	5	
2	58	167	330	5	
2	58	168	329	5	
2	58	167	327	5	
2	58	168	328	5	
2	58	168	319	5	
2	58	164	320	5	
2	57	163	329	5	
2	56	163	327	5	
2	56	163	327	5	
2	56	163	324	4	
2	57	154	327	5	
2	57	153	329	4	
2	57	153	329	4	
2	58	153	333	4	
2	58	153	338	4	
2	58	152	338	4	
2	58	150	341	5	
2	58	150	341	5	
2	58	153	331	5	
2	58	152	332	5	
2	58	151	334	5	
2	58	153	334	5	
2	58	152	328	5	
2	58	151	329	5	
2	58	153	329	5	
0	58	152	330	4	
0	58	152	331	5	
0	60	153	338	5	
0	60	152	334	5	
0	60	153	334	5	
0	61	153	338	5	
0	61	149	332	5	
0	57	149	330	5	
0	57	151	330	5	
0	57	151	329	5	
0	57	152	330	7	
0	57	152	332	5	
0	57	153	335	9	
0	58	150	332	9	
0	58	147	334	12	
0	58	147	335	7	
0	58	147	341	7	
0	58	147	347	6	
0	58	147	345	6	
0	59	148	346	6	
0	59	147	346	6	
0	59	146	343	7	
0	59	147	345	7	
0	59	146	351	7	
0	59	146	353	7	
0	59	146	351	7	
0	59	150	352	7	
0	59	149	347	7	
0	59	148	350	7	
0	59	147	350	9	
0	59	147	351	8	
0	59	145	351	8	
0	59	145	350	8	
0	59	145	351	9	
0	59	145	351	8	
0	59	145	349	10	
0	59	146	349	8	
0	59	146	353	13	
0	59	146	355	8	
0	60	146	359	8	
0	60	147	355	8	
0	60	148	354	8	
0	60	148	355	7	
0	60	150	355	7	
0	60	149	355	7	
0	61	148	354	9	
0	62	148	355	9	
0	62	148	356	8	
0	62	148	357	8	
0	62	148	359	8	
0	62	149	358	8	
0	62	153	361	8	
0	63	154	359	8	
0	63	155	360	7	
0	63	155	355	8	
0	64	157	358	9	
0	64	157	361	8	
0	64	157	359	8	
0	64	155	350	9	
0	64	156	348	9	
0	64	157	347	9	
0	64	159	347	10	
0	64	159	348	10	
0	64	159	352	10	
0	64	159	348	10	
0	65	159	349	10	
0	65	160	349	10	
0	65	161	352	9	
0	65	161	351	9	
0	65	159	352	9	
0	65	159	353	9	
0	65	160	352	9	
0	65	161	349	9	
1	65	161	350	9	
0	65	161	344	10	
0	65	161	345	10	
0	65	161	347	9	
0	65	160	350	9	
0	65	163	351	9	
0	65	162	350	9	
0	65	165	352	7	
0	65	164	354	7	
0	66	163	356	10	
0	66	164	355	9	
0	66	164	355	9	
0	66	164	356	11	
0	66	164	355	11	
0	67	164	360	11	
0	67	164	358	11	
0	67	164	364	10	
0	66	163	363	9	
0	67	162	360	9	
0	67	162	356	9	
0	67	162	357	9	
0	68	162	359	9	
0	68	162	360	9	
0	68	164	360	9	
0	66	164	362	9	
0	66	164	362	9	
0	66	165	364	9	
0	66	165	364	9	
0	67	165	362	9	
0	68	162	363	9	
0	68	165	363	9	
0	68	164	363	9	
0	68	164	365	9	
0	68	164	363	9	
0	69	165	363	9	
0	69	165	365	9	
0	70	165	366	9	
0	70	165	365	9	
0	70	164	366	9	
0	70	164	362	9	
0	70	164	362	9	
0	71	163	364	10	
0	71	163	365	9	
0	71	164	362	9	
0	71	165	367	9	
0	71	165	363	9	
0	71	165	363	9	
0	71	165	364	9	
0	71	166	354	9	
0	71	166	349	9	
0	71	161	351	9	
0	71	163	348	9	
0	71	161	347	9	
0	71	159	342	9	
0	72	159	335	9	
0	72	159	339	9	
0	72	159	342	9	
0	72	160	346	9	
0	72	161	347	9	
0	72	157	349	8	
0	72	157	349	8	
0	72	157	349	8	
0	72	157	350	8	
0	73	161	343	8	
0	73	159	348	9	
0	73	161	355	8	
0	73	161	353	8	
0	73	159	349	8	
0	73	159	352	8	
0	73	159	350	8	
0	73	159	350	8	
0	73	158	352	8	
0	73	159	352	8	
0	73	159	353	8	
0	73	159	346	8	
0	73	158	345	8	
0	73	159	346	8	
0	73	149	347	8	
0	62	148	347	8	
0	62	148	348	8	
0	62	148	351	8	
0	62	148	352	8	
0	62	148	358	8	
0	62	148	363	8	
0	62	149	366	8	
0	62	149	364	8	
0	62	151	367	8	
0	63	151	371	8	
0	63	150	374	8	
0	63	150	375	8	
0	63	150	380	8	
0	63	150	385	8	
0	63	153	387	8	
0	63	147	390	8	
0	63	145	392	8	
0	63	146	392	9	
0	63	146	387	9	
0	63	146	388	9	
0	63	146	392	9	
0	63	147	396	9	
0	63	148	401	9	
0	63	147	402	9	
0	63	147	403	9	
0	64	147	405	9	
0	64	148	410	9	
0	64	148	406	9	
0	65	148	402	9	
0	65	148	400	9	
0	65	149	401	9	
0	65	147	407	9	
0	65	147	413	9	
0	65	148	411	9	
0	65	148	407	9	
0	65	148	406	9	
0	65	148	403	9	
0	66	148	408	9	
0	66	148	408	9	
0	66	148	412	9	
0	67	149	411	9	
0	68	149	409	11	
0	67	149	410	11	
0	67	149	411	12	
0	67	148	411	10	
0	67	147	413	10	
0	67	147	415	10	
0	67	147	415	11	
0	68	147	417	11	
0	68	147	419	10	
0	68	148	420	10	
0	68	149	415	10	
0	68	150	416	10	
0	68	151	418	10	
0	69	150	419	10	
0	69	150	420	10	
0	69	148	421	10	
0	69	139	423	10	
0	69	138	422	10	
0	69	136	420	9	
0	69	132	419	9	
0	69	129	420	9	
0	69	129	421	10	
0	69	128	421	10	
0	69	129	417	10	
0	69	129	418	11	
0	69	129	420	12	
0	69	129	419	11	
0	69	129	420	12	
0	69	129	424	12	
0	69	131	422	13	
0	69	131	423	13	
0	69	131	425	13	
0	69	128	429	11	
0	69	129	425	11	
0	69	130	431	11	
0	69	130	431	11	
0	69	131	430	11	
0	69	131	431	11	
0	69	131	432	13	
0	70	131	432	11	
0	70	132	434	11	
0	70	132	433	11	
0	70	132	431	11	
0	70	132	434	11	
0	71	132	434	11	
0	71	132	436	11	
0	71	132	437	11	
0	72	132	437	11	
0	72	132	437	11	
1	72	133	438	11	
1	72	132	438	11	
1	72	133	438	11	
1	72	133	439	11	
1	72	133	438	11	
1	72	133	437	11	
1	72	133	440	12	
1	72	133	441	12	
1	72	133	441	12	
1	72	136	443	11	
1	72	133	442	11	
1	72	133	444	11	
1	72	133	446	11	
1	72	133	447	11	
1	72	133	448	11	
	72	134	450	11	
	72	134	449	11	
	72	134	450	11	
	72	134	444	11	
	73	135	441	11	
	73	135	443	11	
	73	136	445	11	
	73	138	445	12	
	73	137	449	11	
	73	133	451	11	
	73	133	453	11	
	73	132	456	11	
	73	132	458	12	
	73	132	458	12	
	74	132	461	12	
	74	133	450	12	
	74	133	451	12	
	74	133	452	13	
	74	133	455	12	
	74	133	454	12	
	74	133	451	12	
	75	133	451	12	
	77	133	452	12	
	77	134	453	12	
	78	133	453	12	
	78	133	455	12	
	79	134	457	12	
	79	134	458	12	
	79	134	461	12	
	80	134	464	12	
	82	134	465	12	
	82	134	465	12	
	84	134	468	12	
	84	136	467	12	
	84	135	467	12	
	84	133	468	12	
	85	134	463	12	
	85	134	462	12	
	85	134	460	12	
	85	133	459	12	
	87	133	458	12	
	87	122	460	12	
	88	122	458	12	
	89	123	462	12	
	89	121	460	12	
	89	121	463	12	
	91	121	465	12	
	91	121	465	12	
	91	117	465	12	
	90	117	465	12	
	91	116	465	12	
	91	117	462	12	
	91	117	462	12	
	91	122	462	12	
	91	122	464	12	
	91	123	465	12	
	91	121	463	12	
	91	121	464	12	
	91	122	466	12	
	91	121	465	13	
	91	121	467	13	
	91	121	466	13	
	91	122	467	13	
	91	124	468	13	
	91	124	469	13	
	92	125	469	14	
	92	124	468	14	
	92	124	466	14	
	92	124	471	14	
	90	125	471	14	
	91	120	475	14	
	92	120	475	14	
	92	121	475	14	
	92	121	474	14	
	92	121	474	14	
	92	121	472	14	
	92	120	474	14	
	93	121	475	14	
	93	121	474	14	
	93	122	474	14	
	94	121	475	14	
	94	121	479	15	
	83	121	478	11	
	83	121	475	11	
	83	121	477	11	
	83	121	478	11	
	84	122	473	11	
	84	123	476	11	
	83	122	479	11	
	83	121	481	11	
	83	121	477	11	
	83	119	477	11	
	83	119	479	11	
	83	118	480	11	
	83	120	480	11	
	83	120	482	11	
	83	121	482	11	
	83	122	486	11	
	83	122	487	11	
	83	122	490	11	
	83	122	484	11	
	83	122	489	11	
	83	122	491	11	
	83	123	492	11	
	84	123	498	11	
	84	123	457	11	
	84	123	448	11	
	84	123	443	13	
	84	123	441	11	
	84	123	440	12	
	84	123	442	12	
	84	122	444	12	
	84	123	446	11	
	85	123	447	11	
	85	123	448	11	
	85	124	443	11	
	85	124	442	11	
	85	124	442	11	
	85	124	444	11	
	85	124	444	11	
	85	124	445	11	
	85	124	446	11	
	85	124	446	11	
	85	125	448	12	
	85	125	447	12	
	85	127	451	12	
	86	122	453	12	
	85	122	455	12	
	85	122	457	12	
	85	124	453	12	
	85	125	455	12	
	85	127	456	12	
	86	127	456	12	
	86	128	458	12	
	86	130	458	12	
	86	131	458	12	
	86	132	468	12	
	86	133	466	12	
	87	132	464	12	
	88	132	469	12	
	88	132	463	12	
	88	132	466	12	
	89	133	466	12	
	90	132	468	12	
	90	132	469	12	
	91	132	466	12	
	91	132	472	13	
	91	132	474	13	
	92	132	477	13	
	92	133	477	17	
	92	135	483	17	
	92	133	488	16	
	93	133	488	15	
	93	133	490	16	
	94	134	484	17	
	94	134	486	17	
	94	134	480	16	
	94	134	478	18	
	94	133	478	11	
	94	134	477	11	
	94	132	476	11	
	94	132	477	11	
	94	132	477	12	
	94	137	479	12	
	94	139	468	12	
	94	138	471	12	
	94	138	469	12	
	94	138	465	12	
	94	138	461	10	
	94	134	459	10	
	95	133	461	10	
	95	133	463	10	
	96	134	462		
	96	134	462		
	96	136	463		
	96	137	464		
	96	137	461		
	96	137	464		
	96	133	465		
	97	133	466		
	96	133	466		
	96	132	466		
	99	131	465		
	99	132	465		
	98	132	467		
	98	134	468		
	100	135	470		
	99	136	471		
	99	137	472		
	99	136	472		
	99	136	472		
	100	136	473		
	100	136	473		
	100	137	475		
	100	137	476		
	100	136	476		
	100	136	476		
	100	137	477		
	100	137	477		
	100	137	475		
	100	136	476		
	100	136	477		
	101	136	475		
	101	136	476		
	101	136	476		
	101	137	476		
	101	136	477		
	101	136	477		
	101	141	477		
	101	140	478		
	101	140	477		
	101	140	477		
	101	141	480		
	101	142	479		
	102	141	479		
	102	141	482		
	102	138	483		
	102	138	483		
	102	137	484		
	102	137	484		
	102	138	484		
	102	135	483		
	103	135	482		
	103	135	482		
	104	138	482		
	104	138	483		
	104	139	481		
	104	139	483		
	104	139	483		
	104	139	482		
	104	137	483		
	104	137	484		
	104	137	484		
	104	137	483		
	104	137	485		
	104	138	480		
	104	138	480		
	104	138	479		
	104	138	480		
	104	138	481		
	104	138	480		
	104	139	478		
	104	139	479		
	104	139	479		
	104	139	480		
	104	139	481		
	104	140	481		
	104	141	481		
	104	142	485		
	104	141	488		
	104	141	486		
	104	141	487		
	104	141	489		
	104	142	489		
	104	143	493		
	104	144	496		
	104	145	494		
	104	145	495		
	104	145	497		
	104	145	498		
	104	145	497		
	104	145	498		
	106	145	497		
	106	145	496		
	106	145	497		
	106	145	497		
	106	145	497		
	106	145	497		
	106	145	500		
	106	146	502		
	106	146	504		
	106	146	505		
	106	144	509		
	106	144	506		
	106	146	507		
	106	144	507		
	106	144	506		
	106	145	505		
	106	145	505		
	107	145	507		
	107	145	507		
	107	145	507		
	107	145	508		
	107	145	506		
	108	145	511		
	108	147	513		
	109	147	517		
	109	147	511		
	109	146	513		
	109	146	515		
	109	148	510		
	109	148	508		
	110	148	508		
	111	148	507		
	111	148	506		
	111	149	509		
	111	149	507		
	111	149	508		
	111	150	502		
	112	150	503		
	113	150	504		
	113	150	504		
	113	151	503		
	113	152	504		
	113	152	504		
	113	153	503		
	113	153	506		
	113	153	506		
	113	154	507		
	113	154	509		
	113	154	511		
	113	154	511		
	113	154	509		
	113	155	511		
	113	154	511		
	113	154	507		
	113	154	509		
	113	154	511		
	114	154	511		
	114	154	511		
	114	154	512		
	114	154	505		
	114	154	505		
	114	154	505		
	114	154	506		
		155	507		
		155	507		
		155	507		
		155	508		
		155	508		
		155	509		
		156	507		
		156	505		
		155	504		
		155	504		
		156	504		
		156	504		
		155	504		
		155	506		
		155	506		
		155	509		
		155	509		
		155	509		
		155	509		
		155	511		
		155	513		
		156	511		
		156	512		
		156	512		
		156	512		
		156	507		
		156	508		
		156	508		
		157	508		
		157	508		
		157	502		
		158	501		
		158	500		
		158	502		
		160	502		
		160	501		
		160	502		
		160	503		
		160	503		
		160	504		
		160	504		
		161	504		
		162	504		
		162	504		
		162	504		
		163	508		
		163	510		
		163	509		
		163	508		
		162	506		
		162	506		
		162	508		
		162	510		
		162	511		
		162	511		
		162	512		
		162	517		
		162	516		
		162	515		
		162	517		
		162	508		
		163	511		
		163	506		
		163	502		
		163	501		
		164			
		165			
		165			
		166			
		166			
		166			
		166			
		167			
		167			
		168			
		167			
		167			
		167			
		167			
		168			
		168			
		169			
		169			
		169			
		169			
		169			
		169			
		169			
		169			
		169			
		169			
		169			
		169			
		170			
		170			
		170			
		171			
		171			
		171			
		171			
		171			
		172			
		171			
		172			
		172			
		172			
		172			
		172			
		173			
		174			
		174			
		174			
		174			
		174			
		174			
		174			
		174			
		174			
		174			
		175			
		175			
		175			
		175			
		175			
		175			
		175			
		175			
		175			
		175			
		175			
		175			
		175			
		175			
		177			
		177			
		176			
		176			
		176			
		176			
		176			
		176			
		177			
		177			
		177			
		177			
		177			
		177			
		175			
		175			
		175			
		176			
		176			
		176			
		176			
		176			
		177			
		178			
		178			
		178			
		178			
		178			
		179			
		181			
		180			
		180			
		178			
		178			
		178			
		178			
		178			
		178			
		178			
		178			
		179			
		180			
		181			
		181			
		182			
		182			
		180			
		182			
		180			
		181			
		181			
		182			
		180			
		181			
		180			
		180			
		179			
		179			
		179			
		179			
		179			
		182			
		178			
		178			
		178			
		178			
		178			
		178			
		178			
		179			
		181			
		182			
		182			
		182			
		182			
		182			
		182			
		181			
		179			
		179			
		179			
		179			
		177			
		177			
		177			
		177			
		176			
		176			
		176			
		177			
		177			
		178			
		178			
		179			
		179			
		176			
		176			
		174			
		174			
		174			
		173			
		173			
		173			
		168			
		168			
		168			
		178			
		177			
		177			
		177			
		175			
		175			
		176			
		176			
		176			
		178			
		178			
		178			
		179			
		179			
		179			
		182			
		181			
		175			
		178			
		175			
		179			
		181			
		181			
		181			
		182			
		182			
		182			
		183			
		183			
		182			
		181			
		181			
		180			
		180			
		180			
		181			
		181			
		181			
		181			
		182			
		183			
		183			
		177			
		178			
		177			
		177			
		177			
		179			
		179			
		179			
		179			
		179			
		180			
		180			
		180			
		180			
		181			
		179			
		179			
		180			
		179			
		178			
		181			
		181			
		182			
		177			
		173			
		173			
		174			
		174			
		175			
		175			
		175			
		176			
		176			
		176			
		176			
		176			
		176			
		176			
		176			
		176			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		177			
		178			
		178			
		179			
		179			
		179			
		179			
		179			
		179			
		179			
		179			
		179			
		179			
		180			
		179			
		179			
		180			
		180			
		180			
		180			
		180			
		181			
		181			
		181			
		181			
		162			
		159			
		157			
		158			
		158			
		159			
		159			
		159			
		159			
		159			
		160			
		160			
		161			
		160			
		160			
		160			
		159			
		159			
		160			
		159			
		159			
		156			
		156			
		156			
		158			
		158			
		158			
		157			
		157			
		157			
		157			
		157			
		157			
		157			
		156			
		157			
		156			
		157			
		159			
		159			
		159			
		158			
		158			
		159			
		158			
		158			
		158			
		158			
		156			
		156			
		156			
		157			
		157			
		156			
		156			
		157			
		157			
		157			
		157			
		156			
		156			
		156			
		156			
		156			
		156			
		157			
		159			
		156			
		156			
		156			
		156			
		157			
		155			
		145			
		147			
		146			
		146			
		146			
		143			
		143			
		143			
		143			
		142			
		143			
		143			
		143			
		143			
		143			
		142			
		142			
		142			
		142			
		143			
		143			
		143			
		143			
		143			
		143			
		143			
		143			
		143			
		143			
		143			
		143			
		143			
		143			
		145			
		144			
		143			
		143			
		143			
		144			
		144			
		144			
		143			
		144			
		144			
		144			
		145			
		145			
		145			
		146			
		146			
		145			
		144			
		144			
		143			
		139			
		139			
		139			
		138			
		137			
		137			
		137			
		136			
		136			
		136			
		136			
		136			
		136			
		136			
		134			
		134			
		136			
		136			
		136			
		136			
		136			
		134			
		130			
		130			
		130			
		130			
		130			
		131			
		131			
		131			
		131			
		131			
		131			
		131			
		131			
		130			
		129			
		129			
		129			
		129			
		131			
		131			
		131			
		131			
		130			
		130			
		130			
		130			
		131			
		130			
		130			
		131			
		130			
		130			
		130			
		131			
		131			
		131			
		131			
		131			
		131			
		131			
		131			
		131			
		131			
		131			
		132			
		132			
		132			
		133			
		133			
		133			
		131			
		130			
		131			
		130			
		130			
		130			
		130			
		130			
		131			
		131			
		131			
		131			
		132			
		131			
		131			
		131			
		129			
		129			
		129			
		129			
		129			
		130			
		131			
		131			
		131			
		131			
		131			
		129			
		130			
		131			
		131			
		131			
		128			
		128			
		129			
		128			
		128			
		128			
		129			
		130			
		129			
		129			
		126			
		128			
		127			
		127			
		127			
		127			
		128			
		128			
		127			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		124			
		122			
		122			
		121			
		121			
		121			
		121			
		119			
		119			
		119			
		119			
		119			
		119			
		119			
		119			
		119			
		119			
		119			
		119			
		120			
		121			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		120			
		121			
		121			
		121			
		121			
		121			
		121			
		121			
		122			
		122			
